champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_kill participation,counter_kill participation,champ_dmgtochamp,counter_dmgtochamp,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate
Kha'Zix,Shyvana,121,102,2.65,2.46,0.478,0.436,16910,16328,0.4972,0.5028,0.5083,0.4748,0.0498,0.0057,0.0054,0.0008
Wukong,Rek'Sai,62,421,2.72,2.55,0.518,0.51,13906,14118,0.5359,0.4641,0.4928,0.5038,0.0079,0.0507,0.0097,0.0542
Jarvan IV,Rammus,59,33,3.52,2.8,0.606,0.52,13141,12429,0.519,0.481,0.5015,0.5005,0.0237,0.0151,0.0007,0.0178
Rek'Sai,Poppy,421,78,2.48,2.82,0.515,0.5,14308,13327,0.4643,0.5357,0.5038,0.4965,0.0507,0.0305,0.0542,0.0381
Rengar,Ekko,107,245,2.37,2.65,0.47,0.503,17442,17067,0.4941,0.5059,0.4819,0.494,0.0086,0.0476,0.0111,0.0128
Amumu,Rumble,32,68,2.54,2.8,0.472,0.523,12886,19308,0.5061,0.4939,0.4848,0.4892,0.0063,0.1175,0.0017,0.2828
Kha'Zix,Master Yi,121,11,2.64,1.95,0.486,0.45,17234,15396,0.5065,0.4935,0.5083,0.466,0.0498,0.023,0.0054,0.0052
Jarvan IV,Lee Sin,59,64,3.13,2.85,0.607,0.544,13148,15296,0.494,0.506,0.5015,0.5123,0.0237,0.2982,0.0007,0.4717
Sejuani,Taliyah,113,163,2.98,3.0,0.524,0.554,11448,19792,0.4598,0.5402,0.5138,0.5241,0.0168,0.0269,0.0009,0.0032
Nunu & Willump,Viego,20,234,3.05,2.42,0.524,0.494,10946,16441,0.5163,0.4837,0.505,0.4786,0.0373,0.0718,0.011,0.1371
Xin Zhao,Fiddlesticks,5,9,2.56,2.67,0.49,0.512,15923,15120,0.5288,0.4712,0.5188,0.5293,0.0734,0.0349,0.0173,0.0151
Kindred,Nunu & Willump,203,20,2.49,2.8,0.519,0.51,18247,10031,0.5133,0.4867,0.5016,0.505,0.1107,0.0373,0.0594,0.011
Rengar,Fiddlesticks,107,9,2.35,2.92,0.475,0.498,15959,15347,0.4505,0.5495,0.4819,0.5293,0.0086,0.0349,0.0111,0.0151
Gragas,Jarvan IV,79,59,2.89,3.48,0.493,0.602,15797,13041,0.4719,0.5281,0.5147,0.5015,0.0191,0.0237,0.0032,0.0007
Nidalee,Shyvana,76,102,2.78,2.65,0.479,0.444,16083,17763,0.4673,0.5327,0.4819,0.4748,0.104,0.0057,0.0465,0.0008
Kayn,Vi,141,254,2.5,2.49,0.503,0.471,17103,15082,0.5148,0.4852,0.4961,0.4944,0.0639,0.0131,0.013,0.0008
Amumu,Poppy,32,78,2.68,2.83,0.484,0.501,13609,14036,0.5167,0.4833,0.4848,0.4965,0.0063,0.0305,0.0017,0.0381
Gragas,Udyr,79,77,2.93,3.11,0.497,0.491,15554,11871,0.5044,0.4956,0.5147,0.4838,0.0191,0.0211,0.0032,0.0151
Rammus,Nunu & Willump,33,20,2.74,3.31,0.504,0.555,11994,12144,0.4684,0.5316,0.5005,0.505,0.0151,0.0373,0.0178,0.011
Vi,Shyvana,254,102,2.75,2.41,0.479,0.439,13845,16979,0.5261,0.4739,0.4944,0.4748,0.0131,0.0057,0.0008,0.0008
Ekko,Master Yi,245,11,2.99,2.09,0.5,0.466,16603,16573,0.5248,0.4752,0.494,0.466,0.0476,0.023,0.0128,0.0052
Nunu & Willump,Lillia,20,876,3.11,2.58,0.533,0.5,11325,17920,0.5394,0.4606,0.505,0.454,0.0373,0.0152,0.011,0.0037
Diana,Hecarim,131,120,2.61,2.91,0.504,0.52,18619,13565,0.5583,0.4417,0.4855,0.4491,0.0876,0.0182,0.0866,0.019
Wukong,Rumble,62,68,2.66,2.75,0.487,0.529,14455,19503,0.5263,0.4737,0.4928,0.4892,0.0079,0.1175,0.0097,0.2828
Master Yi,Trundle,11,48,2.08,3.03,0.466,0.495,16631,12383,0.4722,0.5278,0.466,0.4991,0.023,0.0085,0.0052,0.0007
Amumu,Rammus,32,33,3.01,2.76,0.507,0.493,14770,12181,0.5458,0.4542,0.4848,0.5005,0.0063,0.0151,0.0017,0.0178
Poppy,Diana,78,131,3.0,2.43,0.516,0.502,13802,17698,0.5003,0.4997,0.4965,0.4855,0.0305,0.0876,0.0381,0.0866
Lillia,Gragas,876,79,2.39,3.35,0.491,0.487,17572,16389,0.3969,0.6031,0.454,0.5147,0.0152,0.0191,0.0037,0.0032
Rek'Sai,Udyr,421,77,2.64,2.74,0.514,0.49,14020,10660,0.5072,0.4928,0.5038,0.4838,0.0507,0.0211,0.0542,0.0151
Elise,Volibear,60,106,2.74,2.78,0.507,0.486,15070,11658,0.5051,0.4949,0.5268,0.5031,0.1231,0.0147,0.514,0.0476
Wukong,Amumu,62,32,2.55,2.87,0.497,0.479,14516,14355,0.4328,0.5672,0.4928,0.4848,0.0079,0.0063,0.0097,0.0017
Vi,Lee Sin,254,64,2.38,2.89,0.486,0.534,14019,14309,0.5007,0.4993,0.4944,0.5123,0.0131,0.2982,0.0008,0.4717
Diana,Olaf,131,2,2.41,2.68,0.501,0.506,17912,16814,0.4963,0.5037,0.4855,0.4805,0.0876,0.0198,0.0866,0.0127
Xin Zhao,Nocturne,5,56,2.35,2.56,0.493,0.506,16410,14709,0.5112,0.4888,0.5188,0.498,0.0734,0.0378,0.0173,0.0236
Nidalee,Xin Zhao,76,5,2.62,2.4,0.5,0.483,15777,15836,0.4468,0.5532,0.4819,0.5188,0.104,0.0734,0.0465,0.0173
Kayn,Olaf,141,2,2.79,2.37,0.513,0.468,17946,17129,0.5403,0.4597,0.4961,0.4805,0.0639,0.0198,0.013,0.0127
Ivern,Amumu,427,32,3.58,2.1,0.508,0.471,9209,10643,0.5588,0.4412,0.5256,0.4848,0.009,0.0063,0.0018,0.0017
Hecarim,Rumble,120,68,2.72,2.92,0.504,0.526,13062,19136,0.4573,0.5427,0.4491,0.4892,0.0182,0.1175,0.019,0.2828
Rengar,Morgana,107,25,2.37,2.72,0.467,0.498,16780,15361,0.4661,0.5339,0.4819,0.5135,0.0086,0.0793,0.0111,0.485
Viego,Nocturne,234,56,2.29,2.75,0.483,0.504,16123,15305,0.4991,0.5009,0.4786,0.498,0.0718,0.0378,0.1371,0.0236
Karthus,Lillia,30,876,2.65,2.59,0.548,0.471,26383,17304,0.5612,0.4388,0.522,0.454,0.0283,0.0152,0.0393,0.0037
Poppy,Udyr,78,77,2.62,3.1,0.497,0.483,13489,11311,0.4771,0.5229,0.4965,0.4838,0.0305,0.0211,0.0381,0.0151
Kha'Zix,Gwen,121,887,2.79,2.25,0.487,0.437,17502,15663,0.5241,0.4759,0.5083,0.4859,0.0498,0.0113,0.0054,0.2427
Master Yi,Udyr,11,77,1.94,3.12,0.455,0.468,14906,11060,0.4495,0.5505,0.466,0.4838,0.023,0.0211,0.0052,0.0151
Hecarim,Lee Sin,120,64,2.58,3.1,0.516,0.541,13688,15574,0.4365,0.5635,0.4491,0.5123,0.0182,0.2982,0.019,0.4717
Rammus,Nidalee,33,76,2.91,2.84,0.5,0.504,11950,16790,0.5374,0.4626,0.5005,0.4819,0.0151,0.104,0.0178,0.0465
Jax,Shyvana,24,102,2.64,2.67,0.437,0.466,14371,18081,0.5644,0.4356,0.4894,0.4748,0.0052,0.0057,0.0239,0.0008
Gwen,Diana,887,131,2.64,2.44,0.481,0.489,16678,17779,0.4956,0.5044,0.4859,0.4855,0.0113,0.0876,0.2427,0.0866
Trundle,Nidalee,48,76,2.94,2.87,0.496,0.498,11806,16641,0.5191,0.4809,0.4991,0.4819,0.0085,0.104,0.0007,0.0465
Evelynn,Taliyah,28,163,3.1,2.56,0.519,0.518,19258,17901,0.5249,0.4751,0.5243,0.5241,0.0339,0.0269,0.0203,0.0032
Xin Zhao,Kayn,5,141,2.5,2.35,0.487,0.504,17512,16936,0.5261,0.4739,0.5188,0.4961,0.0734,0.0639,0.0173,0.013
Ekko,Olaf,245,2,3.01,2.39,0.513,0.467,17705,16775,0.4933,0.5067,0.494,0.4805,0.0476,0.0198,0.0128,0.0127
Lillia,Taliyah,876,163,2.57,2.91,0.506,0.525,17105,18623,0.4635,0.5365,0.454,0.5241,0.0152,0.0269,0.0037,0.0032
Rumble,Graves,68,104,2.8,2.44,0.507,0.469,17950,15719,0.521,0.479,0.4892,0.4524,0.1175,0.0537,0.2828,0.0228
Wukong,Kindred,62,203,2.88,2.13,0.494,0.499,13561,16417,0.5312,0.4688,0.4928,0.5016,0.0079,0.1107,0.0097,0.0594
Ekko,Karthus,245,30,3.09,2.42,0.499,0.55,17637,25720,0.5253,0.4747,0.494,0.522,0.0476,0.0283,0.0128,0.0393
Evelynn,Viego,28,234,3.14,2.14,0.515,0.467,20034,15570,0.537,0.463,0.5243,0.4786,0.0339,0.0718,0.0203,0.1371
Poppy,Sejuani,78,113,2.75,3.29,0.496,0.535,14374,12698,0.504,0.496,0.4965,0.5138,0.0305,0.0168,0.0381,0.0009
Nocturne,Graves,56,104,2.64,2.45,0.484,0.476,14249,15808,0.5343,0.4657,0.498,0.4524,0.0378,0.0537,0.0236,0.0228
Nocturne,Lee Sin,56,64,2.64,2.82,0.506,0.533,15123,14728,0.5054,0.4946,0.498,0.5123,0.0378,0.2982,0.0236,0.4717
Nidalee,Poppy,76,78,2.46,3.04,0.491,0.5,16169,14188,0.4231,0.5769,0.4819,0.4965,0.104,0.0305,0.0465,0.0381
Hecarim,Nidalee,120,76,2.8,2.69,0.499,0.501,13245,16317,0.5083,0.4917,0.4491,0.4819,0.0182,0.104,0.019,0.0465
Ekko,Volibear,245,106,2.88,3.01,0.516,0.484,16797,13175,0.4911,0.5089,0.494,0.5031,0.0476,0.0147,0.0128,0.0476
Nidalee,Nunu & Willump,76,20,2.9,3.0,0.51,0.522,16883,10906,0.4754,0.5246,0.4819,0.505,0.104,0.0373,0.0465,0.011
Gragas,Diana,79,131,3.02,2.53,0.502,0.503,14991,18110,0.4934,0.5066,0.5147,0.4855,0.0191,0.0876,0.0032,0.0866
Trundle,Zac,48,154,2.94,3.78,0.523,0.526,13976,13693,0.4514,0.5486,0.4991,0.5129,0.0085,0.0361,0.0007,0.0073
Master Yi,Hecarim,11,120,2.16,2.9,0.477,0.51,17383,13489,0.5288,0.4712,0.466,0.4491,0.023,0.0182,0.0052,0.019
Nocturne,Udyr,56,77,2.66,2.89,0.506,0.483,14675,11074,0.5077,0.4923,0.498,0.4838,0.0378,0.0211,0.0236,0.0151
Master Yi,Lillia,11,876,2.27,2.53,0.461,0.477,16245,15416,0.5744,0.4256,0.466,0.454,0.023,0.0152,0.0052,0.0037
Master Yi,Lee Sin,11,64,2.03,3.02,0.472,0.529,16062,14673,0.4785,0.5215,0.466,0.5123,0.023,0.2982,0.0052,0.4717
Gwen,Shaco,887,35,2.23,3.25,0.448,0.516,16373,15479,0.4868,0.5132,0.4859,0.5114,0.0113,0.0741,0.2427,0.287
Elise,Shyvana,60,102,2.86,2.5,0.488,0.456,14838,17444,0.5281,0.4719,0.5268,0.4748,0.1231,0.0057,0.514,0.0008
Vi,Ivern,254,427,2.33,3.5,0.457,0.483,12078,7355,0.4767,0.5233,0.4944,0.5256,0.0131,0.009,0.0008,0.0018
Vi,Rek'Sai,254,421,2.43,2.61,0.477,0.519,13320,14843,0.5011,0.4989,0.4944,0.5038,0.0131,0.0507,0.0008,0.0542
Rammus,Morgana,33,25,2.56,3.55,0.481,0.54,10446,17097,0.438,0.562,0.5005,0.5135,0.0151,0.0793,0.0178,0.485
Taliyah,Nocturne,163,56,2.72,2.63,0.535,0.496,18289,14418,0.5086,0.4914,0.5241,0.498,0.0269,0.0378,0.0032,0.0236
Rumble,Ekko,68,245,2.61,3.02,0.517,0.51,18931,17653,0.4544,0.5456,0.4892,0.494,0.1175,0.0476,0.2828,0.0128
Udyr,Nunu & Willump,77,20,2.74,3.08,0.472,0.531,10767,10918,0.4395,0.5605,0.4838,0.505,0.0211,0.0373,0.0151,0.011
Poppy,Morgana,78,25,2.57,3.24,0.475,0.531,12812,16815,0.4474,0.5526,0.4965,0.5135,0.0305,0.0793,0.0381,0.485
Evelynn,Wukong,28,62,3.1,2.62,0.512,0.483,20986,15817,0.542,0.458,0.5243,0.4928,0.0339,0.0079,0.0203,0.0097
Jarvan IV,Ivern,59,427,3.18,3.51,0.585,0.506,11304,8230,0.4923,0.5077,0.5015,0.5256,0.0237,0.009,0.0007,0.0018
Warwick,Kayn,19,141,2.58,2.46,0.506,0.504,14588,17843,0.4986,0.5014,0.51,0.4961,0.0223,0.0639,0.003,0.013
Ivern,Fiddlesticks,427,9,3.55,2.8,0.476,0.507,7714,15173,0.4733,0.5267,0.5256,0.5293,0.009,0.0349,0.0018,0.0151
Shaco,Wukong,35,62,2.93,2.71,0.511,0.479,14973,14685,0.5054,0.4946,0.5114,0.4928,0.0741,0.0079,0.287,0.0097
Lillia,Olaf,876,2,2.72,2.47,0.499,0.471,17116,15463,0.5023,0.4977,0.454,0.4805,0.0152,0.0198,0.0037,0.0127
Amumu,Sejuani,32,113,2.52,3.53,0.481,0.541,13448,12826,0.4543,0.5457,0.4848,0.5138,0.0063,0.0168,0.0017,0.0009
Lillia,Xin Zhao,876,5,2.38,2.54,0.488,0.482,16104,16738,0.4242,0.5758,0.454,0.5188,0.0152,0.0734,0.0037,0.0173
Taliyah,Trundle,163,48,2.77,2.81,0.529,0.489,19620,11444,0.4825,0.5175,0.5241,0.4991,0.0269,0.0085,0.0032,0.0007
Wukong,Lee Sin,62,64,2.74,2.84,0.51,0.537,15259,15057,0.501,0.499,0.4928,0.5123,0.0079,0.2982,0.0097,0.4717
Rek'Sai,Nidalee,421,76,2.72,2.56,0.508,0.507,14049,15193,0.5488,0.4512,0.5038,0.4819,0.0507,0.104,0.0542,0.0465
Trundle,Kha'Zix,48,121,2.93,2.53,0.508,0.481,12810,17963,0.5126,0.4874,0.4991,0.5083,0.0085,0.0498,0.0007,0.0054
Master Yi,Viego,11,234,2.18,2.41,0.466,0.477,16237,15740,0.4983,0.5017,0.466,0.4786,0.023,0.0718,0.0052,0.1371
Morgana,Vi,25,254,3.25,2.3,0.519,0.461,16008,13284,0.5282,0.4718,0.5135,0.4944,0.0793,0.0131,0.485,0.0008
Nocturne,Rengar,56,107,2.59,2.35,0.493,0.474,15719,17084,0.5159,0.4841,0.498,0.4819,0.0378,0.0086,0.0236,0.0111
Master Yi,Elise,11,60,1.86,3.06,0.457,0.497,14164,15001,0.4346,0.5654,0.466,0.5268,0.023,0.1231,0.0052,0.514
Shyvana,Hecarim,102,120,2.81,2.83,0.461,0.518,18242,13306,0.5598,0.4402,0.4748,0.4491,0.0057,0.0182,0.0008,0.019
Nidalee,Kayn,76,141,2.85,2.29,0.494,0.485,17259,17422,0.4916,0.5084,0.4819,0.4961,0.104,0.0639,0.0465,0.013
Xin Zhao,Wukong,5,62,2.26,2.84,0.478,0.499,15814,14040,0.5066,0.4934,0.5188,0.4928,0.0734,0.0079,0.0173,0.0097
Viego,Kha'Zix,234,121,2.12,2.63,0.465,0.484,15137,17168,0.484,0.516,0.4786,0.5083,0.0718,0.0498,0.1371,0.0054
Karthus,Master Yi,30,11,2.4,2.28,0.535,0.472,24119,17653,0.4547,0.5453,0.522,0.466,0.0283,0.023,0.0393,0.0052
Rumble,Nocturne,68,56,2.69,2.64,0.527,0.493,18917,14719,0.473,0.527,0.4892,0.498,0.1175,0.0378,0.2828,0.0236
Viego,Master Yi,234,11,2.41,2.18,0.477,0.466,15740,16237,0.5017,0.4983,0.4786,0.466,0.0718,0.023,0.1371,0.0052
Kha'Zix,Lee Sin,121,64,2.37,2.77,0.489,0.525,17104,14789,0.476,0.524,0.5083,0.5123,0.0498,0.2982,0.0054,0.4717
Shyvana,Kha'Zix,102,121,2.46,2.65,0.436,0.478,16328,16910,0.5028,0.4972,0.4748,0.5083,0.0057,0.0498,0.0008,0.0054
Diana,Kindred,131,203,2.33,2.44,0.488,0.515,16463,17368,0.4887,0.5113,0.4855,0.5016,0.0876,0.1107,0.0866,0.0594
Elise,Rumble,60,68,2.89,2.52,0.502,0.524,15514,17715,0.5528,0.4472,0.5268,0.4892,0.1231,0.1175,0.514,0.2828
Rengar,Volibear,107,106,2.22,3.06,0.477,0.49,15729,12860,0.4658,0.5342,0.4819,0.5031,0.0086,0.0147,0.0111,0.0476
Jarvan IV,Vi,59,254,3.23,2.56,0.604,0.486,12319,14184,0.4731,0.5269,0.5015,0.4944,0.0237,0.0131,0.0007,0.0008
Kha'Zix,Lee Sin,121,64,2.37,2.77,0.489,0.525,17104,14789,0.476,0.524,0.5083,0.5123,0.0498,0.2982,0.0054,0.4717
Xin Zhao,Diana,5,131,2.65,2.24,0.508,0.504,16662,16896,0.5476,0.4524,0.5188,0.4855,0.0734,0.0876,0.0173,0.0866
Diana,Poppy,131,78,2.43,3.0,0.502,0.516,17698,13802,0.4997,0.5003,0.4855,0.4965,0.0876,0.0305,0.0866,0.0381
Ivern,Gragas,427,79,3.55,3.94,0.531,0.502,7932,14179,0.459,0.541,0.5256,0.5147,0.009,0.0191,0.0018,0.0032
Gragas,Shyvana,79,102,3.47,2.51,0.475,0.467,15701,17985,0.5429,0.4571,0.5147,0.4748,0.0191,0.0057,0.0032,0.0008
Lillia,Gwen,876,887,2.95,2.28,0.491,0.442,18088,16504,0.486,0.514,0.454,0.4859,0.0152,0.0113,0.0037,0.2427
Warwick,Lee Sin,19,64,2.52,2.72,0.513,0.539,13604,14978,0.5193,0.4807,0.51,0.5123,0.0223,0.2982,0.003,0.4717
Fiddlesticks,Nunu & Willump,9,20,3.11,3.15,0.521,0.548,16781,11530,0.5196,0.4804,0.5293,0.505,0.0349,0.0373,0.0151,0.011
Nunu & Willump,Gwen,20,887,3.27,2.48,0.541,0.472,11344,17576,0.5417,0.4583,0.505,0.4859,0.0373,0.0113,0.011,0.2427
Warwick,Rammus,19,33,2.56,2.84,0.514,0.527,13597,12986,0.4923,0.5077,0.51,0.5005,0.0223,0.0151,0.003,0.0178
Kayn,Amumu,141,32,2.55,2.68,0.506,0.479,18244,14327,0.5087,0.4913,0.4961,0.4848,0.0639,0.0063,0.013,0.0017
Hecarim,Diana,120,131,2.91,2.61,0.52,0.504,13565,18619,0.4417,0.5583,0.4491,0.4855,0.0182,0.0876,0.019,0.0866
Evelynn,Olaf,28,2,3.06,2.34,0.516,0.479,19604,15878,0.496,0.504,0.5243,0.4805,0.0339,0.0198,0.0203,0.0127
Olaf,Shaco,2,35,2.29,3.05,0.466,0.529,16209,15470,0.4963,0.5037,0.4805,0.5114,0.0198,0.0741,0.0127,0.287
Rek'Sai,Taliyah,421,163,2.31,3.02,0.508,0.557,13761,18564,0.4379,0.5621,0.5038,0.5241,0.0507,0.0269,0.0542,0.0032
Karthus,Gragas,30,79,2.51,3.21,0.553,0.484,26321,16821,0.5,0.5,0.522,0.5147,0.0283,0.0191,0.0393,0.0032
Wukong,Volibear,62,106,3.13,2.68,0.522,0.481,17184,13378,0.4875,0.5125,0.4928,0.5031,0.0079,0.0147,0.0097,0.0476
Viego,Olaf,234,2,2.47,2.4,0.492,0.482,16581,16109,0.531,0.469,0.4786,0.4805,0.0718,0.0198,0.1371,0.0127
Diana,Sejuani,131,113,2.38,3.71,0.509,0.545,17708,12845,0.4654,0.5346,0.4855,0.5138,0.0876,0.0168,0.0866,0.0009
Fiddlesticks,Rumble,9,68,2.9,2.75,0.505,0.527,16242,18772,0.5515,0.4485,0.5293,0.4892,0.0349,0.1175,0.0151,0.2828
Jarvan IV,Taliyah,59,163,3.16,2.58,0.594,0.527,12144,17344,0.4917,0.5083,0.5015,0.5241,0.0237,0.0269,0.0007,0.0032
Rumble,Hecarim,68,120,2.92,2.72,0.526,0.504,19136,13062,0.5427,0.4573,0.4892,0.4491,0.1175,0.0182,0.2828,0.019
Elise,Ekko,60,245,2.78,2.62,0.499,0.506,16036,16428,0.5267,0.4733,0.5268,0.494,0.1231,0.0476,0.514,0.0128
Wukong,Rengar,62,107,2.9,2.09,0.488,0.448,13019,13077,0.5882,0.4118,0.4928,0.4819,0.0079,0.0086,0.0097,0.0111
Rammus,Graves,33,104,3.05,2.47,0.494,0.483,11559,15755,0.5628,0.4372,0.5005,0.4524,0.0151,0.0537,0.0178,0.0228
Lillia,Diana,876,131,2.55,2.69,0.483,0.496,16056,18026,0.4514,0.5486,0.454,0.4855,0.0152,0.0876,0.0037,0.0866
Evelynn,Lee Sin,28,64,2.88,2.88,0.522,0.529,19490,15061,0.4968,0.5032,0.5243,0.5123,0.0339,0.2982,0.0203,0.4717
Elise,Kayn,60,141,2.84,2.24,0.495,0.495,16010,16871,0.5288,0.4712,0.5268,0.4961,0.1231,0.0639,0.514,0.013
Fiddlesticks,Graves,9,104,3.03,2.42,0.493,0.465,15612,15072,0.5608,0.4392,0.5293,0.4524,0.0349,0.0537,0.0151,0.0228
Trundle,Jarvan IV,48,59,2.84,3.42,0.537,0.601,13179,13538,0.4924,0.5076,0.4991,0.5015,0.0085,0.0237,0.0007,0.0007
Nidalee,Rengar,76,107,2.56,2.3,0.491,0.47,15747,15812,0.4979,0.5021,0.4819,0.4819,0.104,0.0086,0.0465,0.0111
Shyvana,Lee Sin,102,64,2.52,3.02,0.466,0.524,18241,15071,0.4868,0.5132,0.4748,0.5123,0.0057,0.2982,0.0008,0.4717
Viego,Jarvan IV,234,59,2.42,3.31,0.495,0.587,16381,12574,0.5031,0.4969,0.4786,0.5015,0.0718,0.0237,0.1371,0.0007
Taliyah,Master Yi,163,11,2.7,2.09,0.511,0.467,16940,15840,0.5139,0.4861,0.5241,0.466,0.0269,0.023,0.0032,0.0052
Zac,Vi,154,254,3.76,2.5,0.524,0.487,13502,14618,0.5133,0.4867,0.5129,0.4944,0.0361,0.0131,0.0073,0.0008
Kayn,Volibear,141,106,2.51,2.95,0.494,0.489,17649,14055,0.5037,0.4963,0.4961,0.5031,0.0639,0.0147,0.013,0.0476
Gwen,Rammus,887,33,2.64,2.72,0.483,0.485,17577,11941,0.4735,0.5265,0.4859,0.5005,0.0113,0.0151,0.2427,0.0178
Lillia,Elise,876,60,2.38,2.95,0.488,0.493,16021,15402,0.4275,0.5725,0.454,0.5268,0.0152,0.1231,0.0037,0.514
Warwick,Trundle,19,48,2.37,2.98,0.489,0.529,12931,13228,0.4784,0.5216,0.51,0.4991,0.0223,0.0085,0.003,0.0007
Olaf,Master Yi,2,11,2.38,2.21,0.47,0.474,15447,17359,0.4693,0.5307,0.4805,0.466,0.0198,0.023,0.0127,0.0052
Shaco,Gwen,35,887,3.25,2.23,0.516,0.448,15479,16373,0.5132,0.4868,0.5114,0.4859,0.0741,0.0113,0.287,0.2427
Nidalee,Wukong,76,62,2.82,2.65,0.509,0.486,16653,14037,0.5052,0.4948,0.4819,0.4928,0.104,0.0079,0.0465,0.0097
Xin Zhao,Ivern,5,427,2.25,3.64,0.486,0.482,13835,7443,0.4973,0.5027,0.5188,0.5256,0.0734,0.009,0.0173,0.0018
Kayn,Diana,141,131,2.62,2.47,0.504,0.491,17246,18417,0.5076,0.4924,0.4961,0.4855,0.0639,0.0876,0.013,0.0866
Gwen,Nunu & Willump,887,20,2.48,3.27,0.472,0.541,17576,11344,0.4583,0.5417,0.4859,0.505,0.0113,0.0373,0.2427,0.011
Elise,Taliyah,60,163,2.78,2.57,0.49,0.539,14558,17484,0.5279,0.4721,0.5268,0.5241,0.1231,0.0269,0.514,0.0032
Fiddlesticks,Viego,9,234,3.04,2.24,0.501,0.484,16084,15130,0.5558,0.4442,0.5293,0.4786,0.0349,0.0718,0.0151,0.1371
Morgana,Volibear,25,106,3.25,2.71,0.526,0.463,16653,11510,0.5381,0.4619,0.5135,0.5031,0.0793,0.0147,0.485,0.0476
Poppy,Shyvana,78,102,2.93,2.57,0.493,0.457,14303,18511,0.4862,0.5138,0.4965,0.4748,0.0305,0.0057,0.0381,0.0008
Hecarim,Udyr,120,77,2.92,3.0,0.535,0.485,14775,12137,0.4889,0.5111,0.4491,0.4838,0.0182,0.0211,0.019,0.0151
Zac,Shyvana,154,102,3.88,2.88,0.529,0.486,13673,19650,0.4836,0.5164,0.5129,0.4748,0.0361,0.0057,0.0073,0.0008
Xin Zhao,Rammus,5,33,2.4,2.9,0.494,0.526,15699,12641,0.5058,0.4942,0.5188,0.5005,0.0734,0.0151,0.0173,0.0178
Vi,Kha'Zix,254,121,2.37,2.53,0.472,0.488,14058,16928,0.5214,0.4786,0.4944,0.5083,0.0131,0.0498,0.0008,0.0054
Xin Zhao,Lillia,5,876,2.54,2.38,0.482,0.488,16738,16104,0.5758,0.4242,0.5188,0.454,0.0734,0.0152,0.0173,0.0037
Morgana,Shyvana,25,102,3.06,2.55,0.501,0.446,15774,17793,0.5083,0.4917,0.5135,0.4748,0.0793,0.0057,0.485,0.0008
Poppy,Karthus,78,30,2.79,2.59,0.499,0.577,14004,27364,0.4588,0.5412,0.4965,0.522,0.0305,0.0283,0.0381,0.0393
Olaf,Amumu,2,32,2.65,2.37,0.486,0.471,17411,12663,0.5576,0.4424,0.4805,0.4848,0.0198,0.0063,0.0127,0.0017
Rumble,Taliyah,68,163,2.59,2.88,0.525,0.534,18109,18598,0.4579,0.5421,0.4892,0.5241,0.1175,0.0269,0.2828,0.0032
Jarvan IV,Shaco,59,35,3.15,2.96,0.587,0.531,13201,15658,0.487,0.513,0.5015,0.5114,0.0237,0.0741,0.0007,0.287
Hecarim,Lillia,120,876,2.91,2.7,0.529,0.507,14282,18396,0.4853,0.5147,0.4491,0.454,0.0182,0.0152,0.019,0.0037
Fiddlesticks,Poppy,9,78,2.96,2.78,0.519,0.503,16675,13344,0.5342,0.4658,0.5293,0.4965,0.0349,0.0305,0.0151,0.0381
Taliyah,Vi,163,254,2.63,2.41,0.522,0.467,17739,13173,0.4906,0.5094,0.5241,0.4944,0.0269,0.0131,0.0032,0.0008
Evelynn,Kindred,28,203,2.98,2.2,0.508,0.504,18779,17456,0.5231,0.4769,0.5243,0.5016,0.0339,0.1107,0.0203,0.0594
Morgana,Poppy,25,78,3.24,2.57,0.531,0.475,16815,12812,0.5526,0.4474,0.5135,0.4965,0.0793,0.0305,0.485,0.0381
Gwen,Trundle,887,48,2.24,3.34,0.463,0.509,17360,13845,0.4366,0.5634,0.4859,0.4991,0.0113,0.0085,0.2427,0.0007
Rengar,Kayn,107,141,2.36,2.39,0.472,0.486,17996,18077,0.4704,0.5296,0.4819,0.4961,0.0086,0.0639,0.0111,0.013
Udyr,Kha'Zix,77,121,2.8,2.57,0.468,0.49,10719,16692,0.5027,0.4973,0.4838,0.5083,0.0211,0.0498,0.0151,0.0054
Diana,Elise,131,60,2.32,2.9,0.502,0.507,16679,14934,0.4787,0.5213,0.4855,0.5268,0.0876,0.1231,0.0866,0.514
Jarvan IV,Evelynn,59,28,3.22,3.05,0.609,0.518,13619,20545,0.4683,0.5317,0.5015,0.5243,0.0237,0.0339,0.0007,0.0203
Rammus,Master Yi,33,11,2.94,2.05,0.508,0.469,12700,15852,0.547,0.453,0.5005,0.466,0.0151,0.023,0.0178,0.0052
Gragas,Rek'Sai,79,421,3.08,2.66,0.514,0.521,15063,14686,0.4779,0.5221,0.5147,0.5038,0.0191,0.0507,0.0032,0.0542
Vi,Hecarim,254,120,2.55,2.96,0.49,0.528,15415,14587,0.5268,0.4732,0.4944,0.4491,0.0131,0.0182,0.0008,0.019
Hecarim,Olaf,120,2,2.64,2.8,0.517,0.491,13813,18259,0.4006,0.5994,0.4491,0.4805,0.0182,0.0198,0.019,0.0127
